"who_retweet","who_post","weight"
"str_33801008","str_42658483",6
"str_33801008","str_583417013",1
"str_338022507","str_719759189",3
"str_3380870583","str_16785950",1
"str_3380870583","str_214169085",1
"str_3380870583","str_860291474189168640",2
"str_338652101","str_2191262215",3
"str_338652101","str_37149107",1
"str_338652101","str_38707559",8
"str_33888973","str_153106114",1
"str_33888973","str_18030672",4
"str_33888973","str_214565388",3
"str_33888973","str_2319105211",2
"str_33888973","str_2900023413",2
"str_33888973","str_360709597",5
"str_33888973","str_531900303",2
"str_3389296557","str_114207661",4
"str_339168590","str_343809170",3
"str_339168590","str_54775919",2
"str_339237353","str_15739379",4
"str_339237353","str_53266089",4
"str_3393387226","str_2153645966",1
"str_3393387226","str_26583978",1
"str_3393995735","str_490376986",1
"str_3393995735","str_557152798",6
"str_3393995735","str_827240645634977794",7
"str_339684960","str_16100125",4
"str_339684960","str_34740140",3
"str_339684960","str_37440474",3
"str_339684960","str_43537323",2
"str_339684960","str_583417013",5
"str_339684960","str_80698005",7
"str_3397154973","str_16209173",2
"str_3397154973","str_47414934",1
"str_3397154973","str_7433632",2
"str_3397154973","str_809056123768729600",1
"str_33973460","str_384690337",3
"str_339751234","str_1086310626627121152",2
"str_339751234","str_1087394850532741123",2
"str_339751234","str_21534627",1
"str_339751234","str_49421426",1
"str_339751234","str_49747296",2
"str_339751234","str_970751602364682242",12
"str_340144317","str_128073515",1
"str_340144317","str_19748169",1
"str_340144317","str_282783586",11
"str_340144317","str_303397026",9
"str_340144317","str_3978905843",1
"str_340144317","str_735888005894836225",10
"str_3401539523","str_15323106",1
"str_3401539523","str_21762059",5
"str_3401539523","str_22724322",2
"str_3401539523","str_3188152800",18
"str_3401539523","str_70342801",1
"str_34018242","str_1042479247628095488",3
"str_34018242","str_25728028",5
"str_34018242","str_78033328",1
"str_34018242","str_915926001162625025",4
"str_340423016","str_132171327",1
"str_340423016","str_2165364858",7
"str_340423016","str_34148074",26
"str_340564819","str_126456854",1
"str_340564819","str_159633273",9
"str_340564819","str_172114546",1
"str_340564819","str_18361437",1
"str_340564819","str_18657125",2
"str_340564819","str_25241040",3
"str_340564819","str_262794246",3
"str_340564819","str_2917685440",4
"str_340564819","str_295906042",1
"str_340564819","str_3195934863",1
"str_340564819","str_5507352",1
"str_340564819","str_957734718576971776",1
"str_34067422","str_2548594812",1
"str_34067422","str_866442764329914370",1
"str_34073634","str_2438378629",2
"str_34073634","str_451147000",1
"str_34073634","str_467208985",5
"str_3410650625","str_2328050107",2
"str_3410650625","str_20644994",2
"str_3410650625","str_4817114249",2
"str_3411445001","str_2348952636",1
"str_3411445001","str_4729410290",1
"str_34145605","str_159633273",1
"str_34145605","str_262794246",1
"str_34148074","str_106836676",3
"str_34148074","str_2176542468",1
"str_34148074","str_2269362912",1
"str_34148074","str_2348952636",1
"str_34148074","str_2966952164",1
"str_34148074","str_55720891",4
"str_34152206","str_1040645966",1
"str_34152206","str_15323106",10
"str_34152206","str_2193520886",2
"str_34152206","str_268313339",3
"str_34152206","str_28656296",3
"str_34152206","str_3082718509",1
"str_34152206","str_318147943",2
"str_34152206","str_3188152800",1
"str_34152206","str_434956607",45
"str_34152206","str_78405684",2
"str_34152206","str_861436278755033089",1
"str_34152206","str_9486482",13
"str_34152206","str_974819163305848833",8
"str_3417821632","str_451147000",2
"str_3417821632","str_467208985",5
"str_3417821632","str_49747296",5
"str_3417831526","str_2438378629",1
"str_342057555","str_14946702",2
"str_342057555","str_71457536",1
"str_342057555","str_860510877296074752",1
"str_3423449554","str_3386322899",1
"str_3423449554","str_66344815",1
"str_34291036","str_111073776",1
"str_34291036","str_111693211",1
"str_34291036","str_123974466",1
"str_34291036","str_25728028",2
"str_342923280","str_158715755",3
"str_342923280","str_23484025",2
"str_342923280","str_356903515",4
"str_343182049","str_15211944",1
"str_343182049","str_18973663",1
"str_343182049","str_2191262215",8
"str_343182049","str_37149107",2
"str_343182049","str_38707559",10
"str_3434470527","str_713426736",1
"str_3434470527","str_87464481",3
"str_3435765453","str_14466551",8
"str_3435765453","str_16451101",1
"str_3435765453","str_169586297",7
"str_3435765453","str_751075331801485313",1
"str_3435765453","str_789492350120624128",1
"str_3437540602","str_19237004",2
"str_3437540602","str_755872938084147200",1
"str_3437540602","str_949709847276212225",25
"str_3437540602","str_990085837",6
"str_343809170","str_14752226",8
"str_343809170","str_14946702",4
"str_343809170","str_2293040214",1
"str_343809170","str_3841920012",1
"str_343809170","str_54775919",1
"str_343809170","str_745818046963453952",1
"str_343809170","str_777939386054742016",1
"str_343809170","str_973601189144219649",1
"str_3439313823","str_1320331676",1
"str_3439313823","str_17327933",1
"str_3439313823","str_19538697",1
"str_3439313823","str_22925350",1
"str_3439313823","str_4842843378",4
"str_3439313823","str_49482671",1
"str_3439313823","str_61871092",1
"str_3439313823","str_755872938084147200",61
"str_3439313823","str_826929187701288960",1
"str_3439313823","str_990085837",4
"str_3441798313","str_2340659774",1
"str_3441798313","str_56812053",2
"str_34470098","str_15323106",1
"str_34470098","str_434956607",1
"str_34470098","str_9486482",1
"str_34671808","str_36726020",14
"str_34671808","str_37107369",1
"str_34671808","str_870478135120232448",1
"str_346801789","str_159633273",1
"str_346801789","str_16100125",2
"str_346801789","str_295906042",2
"str_346801789","str_34740140",3
"str_346801789","str_43537323",1
"str_346801789","str_583417013",1
"str_346801789","str_80698005",1
"str_34736776","str_2170982269",1
"str_34740140","str_16100125",21
"str_34740140","str_295906042",3
"str_34740140","str_30380250",1
"str_34740140","str_37440474",2
"str_34740140","str_43537323",2
"str_34740140","str_490006745",1
"str_34740140","str_5507352",1
"str_34740140","str_80698005",5
"str_34740140","str_82240115",1
"str_347450046","str_15739379",1
"str_347450046","str_53266089",1
"str_347450046","str_615349684",28
"str_347861545","str_109901017",1
"str_347861545","str_15117083",7
"str_347861545","str_31277613",1
"str_348414446","str_15117083",1
"str_348414446","str_42854756",1
"str_348466061","str_2438378629",2
"str_348466061","str_4842843378",1
"str_348492203","str_126456854",2
"str_348492203","str_153645335",4
"str_348492203","str_159633273",46
"str_348492203","str_18657125",6
"str_348492203","str_262794246",3
"str_348492203","str_2917685440",3
"str_348492203","str_295906042",1
"str_348492203","str_30380250",2
"str_348492203","str_3195934863",13
"str_348492203","str_32157077",3
"str_348492203","str_32962571",1
"str_348492203","str_37052689",14
"str_348492203","str_4271386823",4
"str_348492203","str_5507352",2
"str_348492203","str_716319269030526976",1
"str_348492203","str_80698005",1
"str_348492203","str_957734718576971776",2
"str_3486119113","str_16100125",1
"str_3486119113","str_583417013",1
"str_3486119113","str_80698005",11
"str_349408973","str_15323106",2
"str_349408973","str_62941254",1
"str_349761869","str_513812971",1
"str_3499680919","str_250490865",10
"str_3499680919","str_97306684",4
"str_35026217","str_1321627759",2
"str_35026217","str_153489863",3
"str_35026217","str_21512279",22
"str_35026217","str_250840899",5
"str_35026217","str_28375536",2
"str_35026217","str_307994774",1
"str_35026217","str_600663197",2
"str_3505461401","str_15117083",1
"str_3506103441","str_1075274689696751616",2
"str_3506103441","str_41637247",1
"str_3506103441","str_95527761",1
"str_351146600","str_343809170",2
"str_351146600","str_39391326",1
"str_351156704","str_15745521",1
"str_351156704","str_41637247",16
"str_351156704","str_95357369",1
"str_351420088","str_198926612",1
"str_351420088","str_31197507",1
"str_351420088","str_911069802",1
"str_3517268839","str_1390011588",1
"str_3517832435","str_41637247",2
"str_352666563","str_517016355",1
"str_35389327","str_16319967",1
"str_35389327","str_245840159",1
"str_35389327","str_3299533143",1
"str_35389327","str_484121225",1
"str_35389327","str_880075914348040192",8
"str_35389327","str_967169939022012416",1
"str_354389009","str_1321627759",1
"str_354389009","str_153489863",5
"str_354389009","str_16936014",4
"str_354389009","str_21512279",1
"str_354389009","str_250840899",1
"str_354389009","str_28375536",1
"str_354389009","str_35026217",2
"str_354389009","str_600663197",1
"str_354389009","str_966803334463094791",2
"str_354924452","str_92558741",3
"str_355237624","str_17168851",1
"str_355237624","str_175847438",1
"str_355237624","str_3065062453",4
"str_355237624","str_364632749",4
"str_355237624","str_928876209211166721",1
"str_3562543392","str_21696469",2
"str_3562543392","str_31957561",1
"str_3562543392","str_4489398139",1
"str_3562543392","str_49421426",3
"str_3562543392","str_621130507",1
"str_35625582","str_1139607716941500417",28
"str_35625582","str_115576195",1
"str_35625582","str_139916626",2
"str_35625582","str_15793651",1
"str_35625582","str_169586297",1
"str_35625582","str_2427509841",6
"str_35625582","str_25715929",4
"str_35625582","str_30768622",5
"str_35625582","str_907012687",12
"str_3566787494","str_15149457",1
"str_3566787494","str_2355424106",4
"str_3566787494","str_553823767",3
"str_356903515","str_158715755",1
"str_356903515","str_17168851",18
"str_356903515","str_175847438",34
"str_356903515","str_23442668",5
"str_356903515","str_25332041",1
"str_356903515","str_364632749",15
"str_356903515","str_36524859",1
"str_356903515","str_392933208",1
"str_356903515","str_50442179",1
"str_356903515","str_809858509",5
"str_356903515","str_987059309094866945",4
"str_35697338","str_15743939",3
"str_35697338","str_16785950",6
"str_35697338","str_181374332",2
"str_35697338","str_214169085",1
"str_357049620","str_123058509",1
"str_357049990","str_1403424932",4
"str_357049990","str_16209173",1
"str_357049990","str_47414934",7
"str_357049990","str_49246546",1
"str_357054964","str_1305008569",5
"str_357054964","str_1403424932",36
"str_357054964","str_357049990",15
"str_357054964","str_47414934",60
"str_357054964","str_809056123768729600",16
"str_357054964","str_81873759",1
"str_357054964","str_900378331920703488",11
"str_35716667","str_1403424932",4
"str_357265838","str_2873254919",4
"str_357265838","str_3027313951",3
"str_357265838","str_47972614",1
"str_357710174","str_176147970",2
"str_357710174","str_31957561",1
"str_357710174","str_33490420",1
"str_357710174","str_49421426",4
"str_357710174","str_500443244",1
"str_357710174","str_60631912",1
"str_357710174","str_621130507",1
"str_35802171","str_234520842",1
"str_35802171","str_2567035850",1
"str_35802171","str_451147000",5
"str_3580253117","str_7433632",5
"str_3582384275","str_2400595245",8
"str_3582384275","str_245840159",2
"str_3582384275","str_35389327",5
"str_3582384275","str_880075914348040192",9
"str_3582384275","str_918154700",1
"str_3582384275","str_940024922394497024",2
"str_358386541","str_176147970",1
"str_358386541","str_21696469",16
"str_358386541","str_31957561",2
"str_358386541","str_49421426",21
"str_358386541","str_49747296",4
"str_358386541","str_57399605",3
"str_358386541","str_60631912",1
"str_358386541","str_985420748",1
"str_35840334","str_234520842",13
"str_35840334","str_246283063",2
"str_35840334","str_451147000",18
"str_35840334","str_96419810",1
"str_358432869","str_16968683",30
"str_358432869","str_54317387",1
"str_358432869","str_866442764329914370",12
"str_358831749","str_160625658",1
"str_358831749","str_16785950",5
"str_358831749","str_21883063",1
"str_358831749","str_860291474189168640",1
"str_35911700","str_1132156746",2
"str_35911700","str_123044424",6
"str_35911700","str_1594536769",1
"str_35911700","str_169586297",2
"str_35911700","str_249448443",2
"str_35911700","str_479935499",9
"str_35952917","str_265642432",2
"str_35952917","str_984917712412598273",10
"str_3600637033","str_36524859",1
"str_360709597","str_20870949",1
"str_360709597","str_2319105211",18
"str_360709597","str_278278143",2
"str_360709597","str_33717887",2
"str_360709597","str_474076255",2
"str_360709597","str_524443212",4
"str_360709597","str_946532017",2
"str_361956693","str_36726020",1
"str_362112298","str_28375536",3
"str_362112298","str_41622556",1
"str_362234832","str_41637247",10
"str_362234832","str_87464481",1
"str_362643583","str_109901017",2
"str_362643583","str_15117083",1
"str_3629823854","str_14752226",3
"str_3629823854","str_342057555",1
"str_3629823854","str_890347671684296705",1
"str_3629823854","str_973601189144219649",4
"str_3629823854","str_983759571645812736",1
"str_363143296","str_41637247",1
"str_363143296","str_87464481",2
"str_36375913","str_818524048888131584",4
"str_36380509","str_1110204212",1
"str_36380509","str_69946498",2
"str_36381920","str_17798559",1
"str_36381920","str_21696469",6
"str_36381920","str_23369686",1
"str_36381920","str_28452689",2
"str_36381920","str_31957561",13
"str_36381920","str_33490420",2
"str_36381920","str_49421426",12
"str_36381920","str_49747296",2
"str_36381920","str_60631912",1
"str_36381920","str_621130507",1
"str_36381920","str_985420748",1
"str_363952440","str_13028602",5
"str_363952440","str_15186725",5
"str_363952440","str_3022998240",27
"str_363952440","str_789492350120624128",1
"str_363952440","str_979140480096071680",4
"str_363952440","str_991472006406303744",2
"str_364056984","str_16968683",5
"str_364056984","str_866442764329914370",1
"str_36424664","str_1403424932",6
"str_36424664","str_22317849",1
"str_36424664","str_47414934",5
"str_36424664","str_809056123768729600",1
"str_364632749","str_17168851",6
"str_364632749","str_23442668",1
"str_364632749","str_356903515",1
"str_364632749","str_392933208",1
"str_364632749","str_77098233",2
"str_36491229","str_1109801413331292161",33
"str_36524859","str_133165344",3
"str_36524859","str_158715755",15
"str_36524859","str_17168851",9
"str_36524859","str_175847438",1
"str_36524859","str_2151295579",1
"str_36524859","str_23484025",3
"str_36524859","str_356903515",5
"str_36524859","str_364632749",1
"str_36524859","str_50442179",2
"str_36524859","str_987059309094866945",1
"str_36532704","str_15663169",1
"str_36532704","str_28375536",3
"str_36532704","str_307994774",10
"str_36532704","str_600663197",34
"str_36532704","str_900378331920703488",1
"str_3655540349","str_15388042",1
"str_3655540349","str_32820923",1
"str_365573230","str_153489863",5
"str_365573230","str_250840899",2
"str_365573230","str_28375536",1
"str_365573230","str_307994774",3
"str_365573230","str_35026217",12
"str_365573230","str_600663197",1
"str_36592235","str_1101616545489399809",2
"str_36592235","str_557833270",1
"str_366086643","str_153489863",1
"str_366086643","str_600663197",1
"str_366086643","str_751950727371628544",3
"str_36632865","str_997528206797365250",1
"str_366421074","str_16451101",6
"str_366421074","str_26276316",1
"str_366421074","str_486841647",1
"str_366421074","str_789492350120624128",1
"str_36677751","str_15323106",4
"str_36677751","str_28656296",4
"str_36677751","str_3082718509",26
"str_36677751","str_318147943",6
"str_36677751","str_34470098",2
"str_36677751","str_434956607",39
"str_36677751","str_60600381",8
"str_36677751","str_62941254",1
"str_36677751","str_715623359631896576",8
"str_36677751","str_9486482",11
"str_36677751","str_974819163305848833",1
"str_3669500596","str_2343063307",2
"str_36726020","str_1082368596511207424",8
"str_36726020","str_13028602",1
"str_36745613","str_121783565",1
"str_36745613","str_15663169",17
"str_36745613","str_1661203730",1
"str_36745613","str_2289003747",1
"str_36745613","str_26583978",2
"str_367740644","str_105336659",1
"str_367740644","str_119590900",1
"str_367740644","str_17091701",7
"str_367740644","str_23546469",1
"str_367740644","str_2905955679",1
"str_367740644","str_2906574983",8
"str_367740644","str_20644994",1
"str_367740644","str_3313812382",1
"str_367740644","str_410121512",1
"str_367740644","str_70591921",5
"str_367740644","str_984917712412598273",1
"str_36793789","str_1110204212",1
"str_368134549","str_1006109238",2
"str_368134549","str_93698567",4
"str_3686178134","str_303397026",18
"str_369080557","str_1321627759",3
"str_369080557","str_153489863",10
"str_369080557","str_250840899",4
"str_369080557","str_35026217",13
"str_369080557","str_41622556",1
"str_369080557","str_600663197",4
"str_369080557","str_611045296",1
"str_369080557","str_751950727371628544",1
"str_3690837435","str_143214225",7
"str_36912523","str_21696469",2
"str_36912523","str_60631912",1
"str_369229624","str_119590900",5
"str_369229624","str_139593662",17
"str_369229624","str_2328050107",3
"str_369229624","str_392077251",9
"str_369229624","str_410121512",1
"str_369229624","str_4817114249",18
"str_369229624","str_715613647758819330",22
"str_369512338","str_1476447763",8
"str_369512338","str_16039183",2
"str_369512338","str_2458675429",1
"str_369512338","str_46458451",2
"str_369512338","str_53075055",32
"str_369512338","str_66344815",1
"str_369512338","str_712839940195753985",6
"str_369512338","str_87303824",1
"str_36957404","str_15663169",11
"str_36957404","str_2153645966",8
"str_36957404","str_2289003747",5
"str_369613362","str_2438378629",1
"str_369613362","str_467208985",1
"str_369613362","str_49747296",1
"str_369732215","str_232468927",4
"str_36978467","str_108427276",1
"str_36978467","str_115576195",2
"str_36978467","str_151921529",1
"str_36978467","str_15663169",49
"str_36978467","str_1661203730",6
"str_36978467","str_22524908",1
"str_36978467","str_2289003747",1
"str_36978467","str_257302726",5
"str_36978467","str_26583978",4
"str_36978467","str_276984604",1
"str_36978467","str_80890505",1
"str_37022645","str_1075551591825068032",1
"str_37022645","str_55724388",2
"str_37052689","str_153645335",1
"str_37052689","str_159633273",11
"str_37052689","str_172114546",6
"str_37052689","str_18361437",2
"str_37052689","str_18657125",1
"str_37052689","str_25241040",3
"str_37052689","str_262794246",4
"str_37052689","str_2917685440",1
"str_37052689","str_32157077",2
"str_37052689","str_5507352",5
"str_37052689","str_957734718576971776",1
"str_37055926","str_115576195",8
"str_37055926","str_151921529",1
"str_37055926","str_15663169",5
"str_37055926","str_2153645966",1
"str_37055926","str_22524908",1
"str_37055926","str_257302726",1
"str_37055926","str_26583978",11
"str_370859141","str_16451101",2
"str_370859141","str_169586297",1
"str_370859141","str_26276316",1
"str_370859141","str_600663197",1
"str_370859141","str_751075331801485313",3
"str_370859141","str_924553015",1
"str_37097450","str_2540646356",1
"str_37097450","str_37476743",1
"str_37097450","str_4889411971",1
"str_37097450","str_704343898684919808",1
"str_371027160","str_246283063",1
"str_37107369","str_114207661",1
"str_37107369","str_26078159",9
"str_37107369","str_2917685440",1
"str_37107369","str_33801008",12
"str_37107369","str_374458646",2
"str_37107369","str_42658483",17
"str_37107369","str_583417013",1
"str_37107369","str_808346877582331904",1
"str_37149107","str_2191262215",6
"str_37149107","str_3761644334",1
"str_37149107","str_38707559",6
"str_372053421","str_1077365580",5
"str_372053421","str_17327933",2
"str_372053421","str_19538697",1
"str_372053421","str_28696353",3
"str_372053421","str_562961067",2
"str_372053421","str_61871092",2
"str_372053421","str_990085837",2
"str_372210265","str_66344815",1
"str_372473138","str_34148074",1
"str_372473138","str_557152798",1
"str_372473138","str_827240645634977794",3
"str_37365390","str_1096473809077583872",1
"str_37365390","str_1710246422",1
"str_37365390","str_175847438",1
"str_37365390","str_2196718225",1
"str_37365390","str_364632749",1
"str_37365390","str_771856099",1
"str_37375414","str_133122139",41
"str_3739021332","str_14752226",2
"str_3739021332","str_734102611905765376",1
"str_3739021332","str_973601189144219649",2
"str_37407699","str_24435205",3
"str_37407699","str_58114015",2
"str_374281058","str_61871092",1
"str_374281058","str_990085837",3
"str_37440474","str_30380250",1
"str_374458646","str_114207661",1
"str_374458646","str_26078159",8
"str_374458646","str_2910867573",1
"str_374458646","str_33801008",6
"str_374458646","str_37107369",3
"str_374458646","str_42658483",9
"str_374458646","str_87944490",1
"str_375411026","str_3242677586",1
"str_3761644334","str_38707559",1
"str_376257654","str_2285651706",1
"str_376444395","str_1110204212",3
"str_376444395","str_15986586",2
"str_376444395","str_52981472",1
"str_376444395","str_59967309",1
"str_376444395","str_69210386",6
"str_376444395","str_69687956",1
"str_376444395","str_69946498",2
"str_376474550","str_158715755",4
"str_376474550","str_175847438",3
"str_376474550","str_23484025",10
"str_376474550","str_3065062453",2
"str_376474550","str_3099952406",1
"str_376474550","str_356903515",2
"str_376474550","str_392933208",1
"str_376479711","str_105336659",1
"str_3765981989","str_2319105211",2
"str_3765981989","str_2460037322",2
"str_3765981989","str_278278143",2
"str_3765981989","str_2900023413",1
"str_3765981989","str_33717887",1
"str_3765981989","str_360709597",2
"str_3765981989","str_524443212",1
"str_3765981989","str_767503544144498690",2
"str_377010453","str_15186725",1
"str_377010453","str_18251714",3
"str_377010453","str_21632252",1
"str_377010453","str_531881500",6
"str_37727891","str_159633273",2
"str_37727891","str_25241040",1
"str_37727891","str_262794246",1
"str_37727891","str_2917685440",2
"str_37727891","str_295906042",2
"str_37727891","str_3195934863",2
"str_37727891","str_37052689",6
"str_377382236","str_14752226",2
"str_377382236","str_973601189144219649",1
"str_377507523","str_118198589",2
"str_377507523","str_17091701",1
"str_377507523","str_70591921",1
"str_378064021","str_4842843378",2
"str_37816357","str_132174002",1
"str_37816357","str_43038546",2
"str_37946269","str_56754670",1
"str_37946269","str_881572448558358528",1
"str_380321847","str_15986586",1
"str_380321847","str_169586297",1
"str_3804126673","str_2985422619",1
"str_3804126673","str_32962571",2
"str_380468726","str_119590900",4
"str_380468726","str_1220083937281761285",1
"str_380468726","str_22524908",1
"str_380468726","str_2905955679",4
"str_380468726","str_3313812382",1
"str_380468726","str_4817114249",1
"str_380468726","str_715613647758819330",11
"str_380702851","str_1413518334",1
"str_380702851","str_14752226",4
"str_380702851","str_14946702",8
"str_380702851","str_2435630136",1
"str_380702851","str_343809170",1
"str_380702851","str_973601189144219649",1
"str_381083705","str_428779315",2
"str_381083705","str_872554528545091584",5
"str_381542027","str_158715755",3
"str_381542027","str_17168851",2
"str_381542027","str_23484025",1
"str_381552927","str_158715755",1
"str_381552927","str_17168851",3
"str_381552927","str_23484025",2
"str_381552927","str_364632749",2
"str_3825976516","str_236003215",1
"str_3829157118","str_1004815933670678529",2
"str_3829157118","str_21762059",1
"str_3829157118","str_318147943",1
"str_3829157118","str_3188152800",10
"str_3829157118","str_445993062",2
"str_3829157118","str_908744939793637376",2
"str_3829157118","str_974819163305848833",3
"str_382974131","str_3013091151",2
"str_382974131","str_40327767",2
"str_383566622","str_108427276",1
"str_383566622","str_2289003747",9
"str_383566622","str_257302726",1
"str_383566622","str_460364215",1
"str_3841920012","str_1413518334",1
"str_3841920012","str_14946702",1
"str_3841920012","str_343809170",1
"str_38444843","str_114207661",2
"str_38444843","str_26078159",1
"str_38444843","str_33801008",1
"str_38444843","str_37107369",1
"str_38444843","str_42658483",2
"str_38444843","str_87944490",2
"str_384690337","str_1101616545489399809",2
"str_384690337","str_111054940",1
"str_384690337","str_14752226",5
"str_384690337","str_308764455",1
"str_384690337","str_428779315",1
"str_384690337","str_557833270",1
"str_38470841","str_42658483",1
"str_38498495","str_131564093",2
"str_38498495","str_159633273",7
"str_38498495","str_18361437",1
"str_38498495","str_18657125",2
"str_38498495","str_25241040",6
"str_38498495","str_262794246",4
"str_38498495","str_2917685440",6
"str_38498495","str_295906042",1
"str_38498495","str_3195934863",3
"str_38498495","str_37052689",1
"str_38498495","str_37727891",3
"str_38498495","str_4271386823",1
"str_38498495","str_5507352",2
"str_38498495","str_82240115",1
"str_385055297","str_106836676",1
"str_385055297","str_123044424",1
"str_385055297","str_159633273",8
"str_385055297","str_172114546",4
"str_385055297","str_18361437",5
"str_385055297","str_18657125",2
"str_385055297","str_25241040",1
"str_385055297","str_2917685440",1
"str_385055297","str_295906042",1
"str_385055297","str_30380250",4
"str_385055297","str_3195934863",1
"str_385055297","str_32962571",1
"str_385055297","str_37727891",5
"str_385055297","str_5507352",1
"str_385055297","str_82240115",2
"str_38542361","str_43038546",1
"str_385767327","str_478592159",1
"str_385767327","str_757759961569042432",2
"str_38628901","str_16451101",1
"str_38707559","str_2191262215",1
"str_38707559","str_64295441",1
"str_38745086","str_1476447763",1
"str_38745086","str_2458675429",5
"str_38745086","str_301034022",1
"str_38745086","str_36726020",1
"str_38745086","str_525608225",1
"str_38765437","str_153106114",1
"str_38765437","str_18030672",1
"str_38765437","str_2319105211",6
"str_38765437","str_33717887",1
"str_38765437","str_531900303",1
"str_387707165","str_158715755",18
"str_387707165","str_23484025",2
"str_387707165","str_3099952406",1
"str_388247614","str_2285651706",1
"str_388535773","str_38707559",12
"str_389034808","str_109901017",1
"str_389034808","str_31277613",3
"str_3890950155","str_121783565",1
"str_3890950155","str_150400809",2
"str_389137359","str_1454474605",1
"str_389137359","str_153106114",2
"str_389137359","str_183713109",1
"str_389137359","str_18807641",3
"str_389137359","str_214565388",3
"str_389137359","str_2319105211",7
"str_389137359","str_2460037322",12
"str_389137359","str_27670007",1
"str_389137359","str_360709597",5
"str_389137359","str_524443212",2
"str_389242668","str_14304836",3
"str_389242668","str_16936014",5
"str_389242668","str_2327597341",1
"str_389242668","str_40327767",1
"str_389242668","str_409652472",4
"str_389242668","str_92629688",1
"str_389633138","str_23265128",1
"str_389633138","str_31197507",5
"str_389782388","str_15149457",1
"str_389782388","str_2334731485",3
"str_389782388","str_2355424106",1
"str_389782388","str_553823767",2
"str_3902157616","str_26044411",2
"str_3902157616","str_32820923",2
"str_3902157616","str_41637247",1
"str_3902157616","str_95357369",5
"str_3902157616","str_95527761",2
"str_39055544","str_14466551",2
"str_39055544","str_16451101",7
"str_39055544","str_169586297",7
"str_39055544","str_2339034433",11
"str_39055544","str_2665780009",1
"str_39055544","str_751075331801485313",2
"str_39055544","str_789492350120624128",1
"str_390800749","str_467208985",6
"str_3911537477","str_234590226",1
"str_391205502","str_2512863602",1
"str_391205502","str_20644994",1
"str_39143258","str_1008768166489706497",1
"str_39143258","str_115576195",1
"str_39143258","str_15663169",6
"str_39143258","str_1661203730",4
"str_39143258","str_26583978",3
"str_39143258","str_80890505",2
"str_391674596","str_109901017",8
"str_391674596","str_15117083",2
"str_391674596","str_42854756",1
"str_392077251","str_139593662",3
"str_392077251","str_479093108",9
"str_392077251","str_4817114249",3
"str_392462297","str_7003422",2
"str_392933208","str_158715755",1
"str_392933208","str_17168851",9
"str_392933208","str_3099952406",1
"str_392933208","str_356903515",2
"str_392933208","str_364632749",4
"str_392933208","str_50442179",1
"str_39297510","str_153489863",2
"str_39297510","str_16936014",4
"str_39297510","str_2440822385",1
"str_39297510","str_3013091151",1
"str_39297510","str_40327767",3
"str_39297510","str_409652472",1
"str_39297510","str_92629688",2
"str_393164039","str_2966952164",1
"str_393164039","str_365408479",1
"str_39391326","str_1413518334",2
"str_39391326","str_14752226",3
"str_39391326","str_14946702",5
"str_39391326","str_16150792",1
"str_39391326","str_2293040214",1
"str_39391326","str_32289500",2
"str_39391326","str_343809170",9
"str_39391326","str_351146600",1
"str_39391326","str_3841920012",1
"str_39391326","str_890347671684296705",1
"str_394456450","str_22229397",2
"str_394456450","str_30341116",1
"str_394456450","str_428779315",2
"str_394456450","str_49429772",1
"str_394733869","str_32820923",1
"str_394733869","str_997528206797365250",2
"str_3947629224","str_7294262",2
"str_39571021","str_490376986",11
"str_39571021","str_95077051",1
"str_396003718","str_2193344344",4
"str_396003718","str_22657318",3
"str_396395609","str_7622512",1
"str_396817538","str_153106114",4
"str_396817538","str_18030672",1
"str_396817538","str_18807641",6
"str_396817538","str_2319105211",1
"str_396817538","str_249785871",1
"str_396817538","str_992106583",1
"str_3974937820","str_21632252",7
"str_3974937820","str_3022998240",1
"str_3974937820","str_3279277182",7
"str_3974937820","str_531881500",3
"str_3974937820","str_991472006406303744",3
"str_397526668","str_14466551",1
"str_397526668","str_2339034433",1
"str_397526668","str_26276316",1
"str_397526668","str_2665780009",1
"str_397526668","str_2979059877",2
"str_397526668","str_96161390",1
"str_39776857","str_18130982",1
"str_39776857","str_18678732",1
"str_39776857","str_31197507",2
"str_39776857","str_911069802",1
"str_3978905843","str_28375536",1
"str_3978905843","str_4070618472",3
"str_3978905843","str_51224153",1
"str_3980534721","str_475287482",1
"str_39893981","str_66562891",1
"str_400320125","str_133165344",3
"str_400320125","str_17168851",5
"str_400320125","str_175847438",1
"str_400320125","str_23484025",3
"str_400320125","str_356903515",15
"str_400320125","str_364632749",2
"str_400320125","str_36524859",4
"str_400320125","str_392933208",2
"str_40045792","str_1075274689696751616",1
"str_40045792","str_3280852428",1
"str_40045792","str_41637247",4
"str_40045792","str_713426736",2
"str_40045792","str_87464481",2
"str_40045792","str_881572448558358528",7
"str_40045792","str_95357369",2
"str_40045792","str_95527761",1
"str_40084369","str_15323106",2
"str_40084369","str_318147943",1
"str_40084369","str_437184896",1
"str_40084369","str_70342801",3
"str_40084369","str_9486482",2
"str_402096310","str_2792686327",1
"str_402096310","str_3434426878",1
"str_40224448","str_1454474605",1
"str_40224448","str_153106114",1
"str_40224448","str_16357089",1
"str_40224448","str_18807641",1
"str_402253209","str_15739379",2
"str_4027649413","str_18189966",1
"str_4027649413","str_234590226",1
"str_403040919","str_14752226",1
"str_40327767","str_16936014",3
"str_40327767","str_3013091151",1
