"who_retweet","who_post","weight"
"str_40327767","str_409652472",1
"str_403581958","str_1075274689696751616",1
"str_403581958","str_32820923",1
"str_403581958","str_41637247",36
"str_403581958","str_87464481",1
"str_403581958","str_95357369",1
"str_403581958","str_98504078",1
"str_403845474","str_126456854",1
"str_403845474","str_159633273",2
"str_403845474","str_172114546",8
"str_403845474","str_18657125",7
"str_403845474","str_25241040",1
"str_403845474","str_262794246",11
"str_403845474","str_2917685440",2
"str_403845474","str_295906042",2
"str_403845474","str_30380250",10
"str_403845474","str_3195934863",2
"str_403845474","str_32157077",1
"str_403845474","str_32962571",2
"str_403845474","str_37052689",1
"str_403845474","str_4271386823",1
"str_4039345572","str_1110204212",1
"str_4039345572","str_15986586",1
"str_4039345572","str_376444395",1
"str_4039345572","str_59967309",1
"str_40406009","str_2193520886",1
"str_4058665638","str_1040645966",2
"str_4058665638","str_15323106",11
"str_4058665638","str_153489863",1
"str_4058665638","str_268313339",3
"str_4058665638","str_28656296",17
"str_4058665638","str_3082718509",5
"str_4058665638","str_318147943",21
"str_4058665638","str_434956607",29
"str_4058665638","str_60600381",2
"str_4058665638","str_715623359631896576",11
"str_4058665638","str_817561496968232960",4
"str_4058665638","str_861436278755033089",1
"str_4058665638","str_9486482",41
"str_4058665638","str_974819163305848833",17
"str_406673406","str_236003215",2
"str_4070618472","str_317560731",1
"str_4070618472","str_3978905843",1
"str_407166837","str_126456854",2
"str_407166837","str_159633273",14
"str_407166837","str_18657125",7
"str_407166837","str_25241040",1
"str_407166837","str_262794246",1
"str_407166837","str_2917685440",2
"str_407166837","str_295906042",1
"str_407166837","str_3195934863",7
"str_407166837","str_32157077",2
"str_407166837","str_32962571",1
"str_407166837","str_37052689",2
"str_407166837","str_37727891",3
"str_407166837","str_4271386823",2
"str_407166837","str_5507352",3
"str_4074051493","str_108027128",1
"str_4074051493","str_172114546",1
"str_4074051493","str_583417013",3
"str_4074051493","str_80698005",3
"str_4074051493","str_82240115",1
"str_4077627497","str_16936014",44
"str_4077627497","str_40327767",1
"str_4077627497","str_409652472",1
"str_4077627497","str_41956692",8
"str_4077627497","str_4893913336",1
"str_4077627497","str_92629688",2
"str_408103028","str_872554528545091584",5
"str_40834201","str_1408432652",1
"str_40834201","str_15186725",2
"str_40834201","str_2790039832",1
"str_40834201","str_979140480096071680",1
"str_40863280","str_126456854",1
"str_40863280","str_159633273",1
"str_40863280","str_18361437",3
"str_40863280","str_25241040",1
"str_40863280","str_262794246",15
"str_40863280","str_2917685440",11
"str_40863280","str_30380250",31
"str_40863280","str_3195934863",2
"str_40863280","str_37727891",1
"str_40863280","str_424412391",3
"str_40863280","str_4271386823",4
"str_40863280","str_5507352",1
"str_40863280","str_82240115",1
"str_40869858","str_43139712",1
"str_408830142","str_15323106",13
"str_408830142","str_34470098",1
"str_408830142","str_434956607",25
"str_408830142","str_60600381",1
"str_408830142","str_62941254",1
"str_408830142","str_78405684",1
"str_408830142","str_9486482",17
"str_409619970","str_38542361",1
"str_409652472","str_1367793234",1
"str_409652472","str_16936014",41
"str_409652472","str_40327767",2
"str_409652472","str_41956692",4
"str_410113595","str_1077365580",1
"str_410113595","str_19538697",1
"str_410113595","str_28696353",1
"str_410113595","str_755872938084147200",4
"str_410113595","str_990085837",2
"str_410121512","str_105336659",1
"str_410121512","str_118198589",1
"str_410121512","str_119590900",2
"str_410121512","str_139593662",1
"str_410121512","str_2328050107",3
"str_410121512","str_2905955679",2
"str_410121512","str_2906574983",1
"str_410121512","str_316515450",1
"str_410121512","str_392077251",1
"str_410121512","str_479093108",1
"str_410133876","str_176147970",5
"str_410133876","str_27455144",2
"str_410133876","str_31957561",5
"str_410133876","str_36381920",3
"str_410133876","str_4489398139",3
"str_410133876","str_49421426",6
"str_410133876","str_49747296",73
"str_410133876","str_621130507",1
"str_410133876","str_829373968528269312",1
"str_410133876","str_985420748",3
"str_410444103","str_56812053",4
"str_411024392","str_1408432652",4
"str_411024392","str_2451653160",4
"str_411024392","str_2790039832",13
"str_411024392","str_434956607",1
"str_411024392","str_979140480096071680",1
"str_41152962","str_16968683",5
"str_41152962","str_54317387",1
"str_41152962","str_866442764329914370",1
"str_412316336","str_1266451357441163265",2
"str_412316336","str_158715755",5
"str_412316336","str_175847438",1
"str_412316336","str_3099952406",2
"str_412316336","str_364632749",1
"str_412316336","str_36524859",2
"str_412316336","str_779109706543472640",2
"str_412562884","str_1165700629",1
"str_412562884","str_14752226",5
"str_412562884","str_973601189144219649",2
"str_41272646","str_1408432652",1
"str_41272646","str_2790039832",1
"str_41272646","str_411024392",12
"str_41272646","str_434956607",1
"str_4131071","str_49747296",4
"str_4131071","str_57399605",2
"str_4131071","str_829373968528269312",1
"str_413456876","str_108427276",3
"str_413456876","str_115576195",2
"str_413456876","str_15663169",2
"str_413456876","str_1661203730",1
"str_413456876","str_2153645966",1
"str_413456876","str_22524908",1
"str_413456876","str_257302726",2
"str_413456876","str_26583978",3
"str_413456876","str_276984604",3
"str_414344543","str_139593662",3
"str_414344543","str_265642432",5
"str_414344543","str_2699864529",1
"str_414344543","str_316515450",1
"str_414344543","str_392077251",3
"str_414344543","str_4817114249",1
"str_41461880","str_13028602",5
"str_41461880","str_1408432652",1
"str_41461880","str_15186725",6
"str_41461880","str_18251714",1
"str_41461880","str_21632252",4
"str_41461880","str_3022998240",2
"str_41461880","str_3279277182",3
"str_41461880","str_531881500",7
"str_41461880","str_991472006406303744",5
"str_41622556","str_153489863",1
"str_41622556","str_21512279",1
"str_41622556","str_2646675516",1
"str_41622556","str_28375536",13
"str_41622556","str_30201898",1
"str_41637247","str_15745521",1
"str_41637247","str_33717887",1
"str_41637247","str_95357369",3
"str_416522296","str_26044411",1
"str_416522296","str_95527761",15
"str_41694385","str_15739379",3
"str_41694385","str_53266089",1
"str_4169719524","str_890347671684296705",1
"str_417348992","str_2193344344",5
"str_417356769","str_1205541642",1
"str_417356769","str_1209822847755010048",1
"str_417356769","str_14304836",1
"str_417356769","str_17161282",1
"str_417356769","str_2798217692",2
"str_417356769","str_40327767",1
"str_417356769","str_946295040686555136",2
"str_417574791","str_2165364858",2
"str_417574791","str_557152798",1
"str_417607477","str_175847438",1
"str_417607477","str_17798559",4
"str_417607477","str_21696469",6
"str_417607477","str_31957561",6
"str_417607477","str_36381920",1
"str_417607477","str_426978229",1
"str_417607477","str_4489398139",3
"str_417607477","str_483010877",1
"str_417607477","str_49421426",19
"str_417607477","str_49747296",5
"str_417607477","str_57399605",1
"str_417607477","str_621130507",3
"str_417607477","str_985420748",1
"str_4182441729","str_2343063307",1
"str_418308861","str_142822803",1
"str_418308861","str_17572116",1
"str_418308861","str_818524048888131584",1
"str_41859804","str_1006109238",2
"str_41859804","str_20540348",1
"str_419204978","str_123044424",1
"str_419204978","str_15663169",3
"str_419204978","str_26583978",5
"str_419204978","str_468752446",4
"str_41956692","str_1367793234",3
"str_41956692","str_16936014",12
"str_41956692","str_40327767",1
"str_41956692","str_409652472",10
"str_4196559213","str_34148074",3
"str_4196559213","str_55720891",7
"str_42107838","str_1004815933670678529",1
"str_42107838","str_21762059",3
"str_42107838","str_2193520886",2
"str_42107838","str_268313339",2
"str_42107838","str_3981214212",1
"str_42107838","str_434956607",1
"str_42107838","str_49747296",1
"str_42107838","str_9486482",2
"str_42107838","str_974819163305848833",1
"str_4220623822","str_18517965",1
"str_4220623822","str_2193344344",28
"str_4220623822","str_2194748304",1
"str_4220623822","str_22657318",4
"str_4221585455","str_27628064",1
"str_4221585455","str_3376356544",1
"str_4221585455","str_35389327",1
"str_4221585455","str_429314925",1
"str_4221585455","str_776772615507701760",2
"str_4228140519","str_1205541642",1
"str_4228140519","str_1209822847755010048",1
"str_4228140519","str_2222545540",1
"str_4228140519","str_92629688",2
"str_4228140519","str_946295040686555136",1
"str_4228837518","str_1403424932",3
"str_4228837518","str_144256492",2
"str_4228837518","str_16209173",2
"str_4228837518","str_232251165",1
"str_4228837518","str_47414934",7
"str_4228837518","str_49747296",2
"str_4228837518","str_7433632",14
"str_4228837518","str_80890505",1
"str_4228837518","str_81873759",1
"str_4228837518","str_900378331920703488",3
"str_4228837518","str_963430720780816384",1
"str_422962236","str_1110204212",1
"str_422962236","str_145145693",1
"str_423453828","str_175847438",1
"str_423453828","str_3065062453",1
"str_423453828","str_364632749",1
"str_423453828","str_77098233",2
"str_423453828","str_836672982437117952",1
"str_423524420","str_18131106",1
"str_423524420","str_18189966",2
"str_423546453","str_2438378629",1
"str_423546453","str_246283063",1
"str_424231697","str_235800763",1
"str_424385885","str_15739379",5
"str_424385885","str_2165263892",1
"str_424385885","str_53266089",6
"str_424412391","str_159633273",11
"str_424412391","str_18361437",3
"str_424412391","str_25241040",2
"str_424412391","str_262794246",5
"str_424412391","str_295906042",3
"str_424412391","str_30380250",1
"str_424412391","str_37052689",7
"str_42523890","str_1004815933670678529",2
"str_42523890","str_22724322",1
"str_42523890","str_3188152800",4
"str_42523890","str_437184896",1
"str_42523890","str_908744939793637376",1
"str_425260362","str_791745149780885504",1
"str_425427122","str_16451101",2
"str_42658483","str_114207661",1
"str_42658483","str_26078159",28
"str_42658483","str_33801008",13
"str_42658483","str_808346877582331904",3
"str_426825989","str_1730884950",1
"str_426825989","str_250490865",10
"str_426825989","str_738482854531764224",2
"str_426825989","str_97306684",2
"str_426978229","str_17798559",5
"str_426978229","str_31957561",5
"str_426978229","str_36381920",2
"str_426978229","str_4489398139",3
"str_426978229","str_49421426",9
"str_426978229","str_49747296",3
"str_426978229","str_829373968528269312",1
"str_427002522","str_158715755",3
"str_427002522","str_175847438",27
"str_427002522","str_25332041",1
"str_427002522","str_3065062453",2
"str_427002522","str_364632749",8
"str_427002522","str_77098233",5
"str_427002522","str_850011900113018881",2
"str_427002522","str_928876209211166721",1
"str_4271386823","str_153645335",1
"str_4271386823","str_159633273",10
"str_4271386823","str_18361437",2
"str_4271386823","str_18657125",2
"str_4271386823","str_25241040",1
"str_4271386823","str_262794246",2
"str_4271386823","str_37052689",3
"str_4271386823","str_957734718576971776",3
"str_42762200","str_13028602",1
"str_42762200","str_18251714",2
"str_42762200","str_21632252",1
"str_42762200","str_3022998240",1
"str_42762200","str_3279277182",3
"str_42762200","str_531881500",2
"str_42762200","str_979140480096071680",2
"str_42762200","str_991472006406303744",5
"str_428514193","str_158715755",1
"str_428514193","str_17168851",1
"str_428514193","str_175847438",1
"str_428514193","str_2151295579",3
"str_428514193","str_23484025",4
"str_428546274","str_767503544144498690",2
"str_42854756","str_109901017",26
"str_42854756","str_22481727",4
"str_42854756","str_31277613",4
"str_42854756","str_99390153",1
"str_428779315","str_1235383800080850945",1
"str_429236843","str_15117083",22
"str_429236843","str_1568361283",2
"str_429236843","str_31277613",6
"str_429236843","str_48179956",1
"str_429314925","str_54867849",1
"str_42940458","str_246283063",6
"str_42961007","str_139593662",2
"str_42961007","str_17091701",1
"str_42961007","str_392077251",1
"str_42961007","str_757759961569042432",1
"str_43038546","str_132174002",2
"str_43038546","str_37816357",1
"str_430403606","str_2193344344",5
"str_430403606","str_397570680",6
"str_43133908","str_114207661",3
"str_43133908","str_16936014",5
"str_43133908","str_24430658",1
"str_43133908","str_26078159",15
"str_43133908","str_33801008",20
"str_43133908","str_37107369",2
"str_43133908","str_42658483",20
"str_43133908","str_71457536",1
"str_43133908","str_808346877582331904",1
"str_43133908","str_87944490",1
"str_43139712","str_3049332523",1
"str_431943498","str_16204611",1
"str_431943498","str_197691009",23
"str_431943498","str_2873254919",3
"str_431943498","str_3027313951",22
"str_431943498","str_3049332523",4
"str_432643761","str_158715755",1
"str_432643761","str_1694721368",4
"str_432643761","str_23484025",1
"str_432643761","str_3099952406",1
"str_432643761","str_50442179",1
"str_432763933","str_22229397",1
"str_433115617","str_1408432652",1
"str_433115617","str_979140480096071680",2
"str_43377604","str_467208985",3
"str_4341845314","str_159633273",1
"str_4341845314","str_169586297",2
"str_4341845314","str_2364462607",1
"str_4341845314","str_3242677586",5
"str_4341845314","str_37476743",1
"str_4341845314","str_4889411971",5
"str_4341845314","str_709853169044426752",1
"str_4341845314","str_726273097",3
"str_43479137","str_16100125",1
"str_43479137","str_33216214",5
"str_43479137","str_336075979",3
"str_43479137","str_34740140",6
"str_43479137","str_80698005",13
"str_434956607","str_1040645966",1
"str_434956607","str_15323106",14
"str_434956607","str_268313339",5
"str_434956607","str_28656296",5
"str_434956607","str_3082718509",2
"str_434956607","str_318147943",4
"str_434956607","str_60600381",2
"str_434956607","str_62941254",1
"str_434956607","str_78405684",1
"str_434956607","str_817561496968232960",1
"str_434956607","str_9486482",24
"str_43537323","str_16100125",4
"str_435467995","str_268313339",4
"str_435467995","str_318147943",3
"str_435467995","str_434956607",6
"str_435467995","str_78405684",1
